pid,pclass,survived,sex,age,sibsp,parch,fare,embarked
451,2nd,0,male,50,0,0,13,Southampton
452,2nd,0,male,44,1,0,26,Southampton
453,2nd,1,female,29,1,0,26,Southampton
454,2nd,0,male,21,0,0,73.5,Southampton
455,2nd,1,male,42,0,0,13,Southampton
456,2nd,0,male,63,1,0,26,Southampton
457,2nd,0,female,60,1,0,26,Southampton
458,2nd,0,male,33,0,0,12.2749996,Southampton
459,2nd,1,female,17,0,0,10.5,Southampton
460,2nd,0,male,42,1,0,27,Southampton
461,2nd,1,female,24,2,1,27,Southampton
462,2nd,0,male,47,0,0,15,Southampton
463,2nd,0,male,24,2,0,31.5,Southampton
464,2nd,0,male,22,2,0,31.5,Southampton
465,2nd,0,male,32,0,0,10.5,Southampton
466,2nd,1,female,23,0,0,13.7917004,Cherbourg
467,2nd,0,male,34,1,0,26,Southampton
468,2nd,1,female,24,1,0,26,Southampton
469,2nd,0,female,22,0,0,21,Southampton
470,2nd,1,female,NA,0,0,12.3500004,Queenstown
471,2nd,0,male,35,0,0,12.3500004,Queenstown
472,2nd,1,female,45,0,0,13.5,Southampton
473,2nd,0,male,57,0,0,12.3500004,Queenstown
474,2nd,0,male,NA,0,0,0,Southampton
475,2nd,0,male,31,0,0,10.5,Southampton
476,2nd,0,female,26,1,1,26,Southampton
477,2nd,0,male,30,1,1,26,Southampton
478,2nd,0,male,NA,0,0,10.7082996,Queenstown
479,2nd,1,female,1,1,2,41.5792007,Cherbourg
480,2nd,1,female,3,1,2,41.5792007,Cherbourg
481,2nd,0,male,25,1,2,41.5792007,Cherbourg
482,2nd,1,female,22,1,2,41.5792007,Cherbourg
483,2nd,1,female,17,0,0,12,Cherbourg
484,2nd,1,female,NA,0,0,33,Southampton
485,2nd,1,female,34,0,0,10.5,Southampton
486,2nd,0,male,36,0,0,12.875,Cherbourg
487,2nd,0,male,24,0,0,10.5,Southampton
488,2nd,0,male,61,0,0,12.3500004,Queenstown
489,2nd,0,male,50,1,0,26,Southampton
490,2nd,1,female,42,1,0,26,Southampton
491,2nd,0,female,57,0,0,10.5,Southampton
492,2nd,0,male,NA,0,0,15.0458002,Cherbourg
493,2nd,1,male,1,0,2,37.0042,Cherbourg
494,2nd,0,male,31,1,1,37.0042,Cherbourg
495,2nd,1,female,24,1,1,37.0042,Cherbourg
496,2nd,0,male,NA,0,0,15.5791998,Cherbourg
497,2nd,0,male,30,0,0,13,Southampton
498,2nd,0,male,40,0,0,16,Southampton
499,2nd,0,male,32,0,0,13.5,Southampton
500,2nd,0,male,30,0,0,13,Southampton
501,2nd,0,male,46,0,0,26,Southampton
502,2nd,1,female,13,0,1,19.5,Southampton
503,2nd,1,female,41,0,1,19.5,Southampton
504,2nd,1,male,19,0,0,10.5,Southampton
505,2nd,0,male,39,0,0,13,Southampton
506,2nd,0,male,48,0,0,13,Southampton
507,2nd,0,male,70,0,0,10.5,Southampton
508,2nd,0,male,27,0,0,13,Southampton
509,2nd,0,male,54,0,0,14,Southampton
510,2nd,0,male,39,0,0,26,Southampton
511,2nd,0,male,16,0,0,10.5,Southampton
512,2nd,0,male,62,0,0,9.6875,Queenstown
513,2nd,0,male,32.5,1,0,30.0708008,Cherbourg
514,2nd,1,female,14,1,0,30.0708008,Cherbourg
515,2nd,1,male,2,1,1,26,Southampton
516,2nd,1,male,3,1,1,26,Southampton
517,2nd,0,male,36.5,0,2,26,Southampton
518,2nd,0,male,26,0,0,13,Southampton
519,2nd,0,male,19,1,1,36.75,Southampton
520,2nd,0,male,28,0,0,13.5,Southampton
521,2nd,1,male,20,0,0,13.8625002,Cherbourg
522,2nd,1,female,29,0,0,10.5,Southampton
523,2nd,0,male,39,0,0,13,Southampton
524,2nd,1,male,22,0,0,10.5,Southampton
525,2nd,1,male,NA,0,0,13.8625002,Cherbourg
526,2nd,0,male,23,0,0,10.5,Southampton
527,2nd,1,male,29,0,0,13.8583002,Cherbourg
528,2nd,0,male,28,0,0,10.5,Southampton
529,2nd,0,male,NA,0,0,0,Southampton
530,2nd,1,female,50,0,1,26,Southampton
531,2nd,0,male,19,0,0,10.5,Southampton
532,2nd,0,male,NA,0,0,15.0500002,Cherbourg
533,2nd,0,male,41,0,0,13,Southampton
534,2nd,1,female,21,0,1,21,Southampton
535,2nd,1,female,19,0,0,26,Southampton
536,2nd,0,male,43,0,1,21,Southampton
537,2nd,1,female,32,0,0,13,Southampton
538,2nd,0,male,34,0,0,13,Southampton
539,2nd,1,male,30,0,0,12.7375002,Cherbourg
540,2nd,0,male,27,0,0,15.0333004,Cherbourg
541,2nd,1,female,2,1,1,26,Southampton
542,2nd,1,female,8,1,1,26,Southampton
543,2nd,1,female,33,0,2,26,Southampton
544,2nd,0,male,36,0,0,10.5,Southampton
545,2nd,0,male,34,1,0,21,Southampton
546,2nd,1,female,30,3,0,21,Southampton
547,2nd,1,female,28,0,0,13,Southampton
548,2nd,0,male,23,0,0,15.0458002,Cherbourg
549,2nd,1,male,0.833299994,1,1,18.75,Southampton
550,2nd,1,male,3,1,1,18.75,Southampton
551,2nd,1,female,24,2,3,18.75,Southampton
552,2nd,1,female,50,0,0,10.5,Southampton
553,2nd,0,male,19,0,0,10.5,Southampton
554,2nd,1,female,21,0,0,10.5,Southampton
555,2nd,0,male,26,0,0,13,Southampton
556,2nd,0,male,25,0,0,13,Southampton
557,2nd,0,male,27,0,0,26,Southampton
558,2nd,1,female,25,0,1,26,Southampton
559,2nd,1,female,18,0,2,13,Southampton
560,2nd,1,female,20,0,0,36.75,Southampton
561,2nd,1,female,30,0,0,13,Southampton
562,2nd,0,male,59,0,0,13.5,Southampton
563,2nd,1,female,30,0,0,12.3500004,Queenstown
564,2nd,0,male,35,0,0,10.5,Southampton
565,2nd,1,female,40,0,0,13,Southampton
566,2nd,0,male,25,0,0,13,Southampton
567,2nd,0,male,41,0,0,15.0458002,Cherbourg
568,2nd,0,male,25,0,0,10.5,Southampton
569,2nd,0,male,18.5,0,0,13,Southampton
570,2nd,0,male,14,0,0,65,Southampton
571,2nd,1,female,50,0,0,10.5,Southampton
572,2nd,0,male,23,0,0,13,Southampton
573,2nd,1,female,28,0,0,12.6499996,Southampton
574,2nd,1,female,27,0,0,10.5,Southampton
575,2nd,0,male,29,1,0,21,Southampton
576,2nd,0,female,27,1,0,21,Southampton
577,2nd,0,male,40,0,0,13,Southampton
578,2nd,1,female,31,0,0,21,Southampton
579,2nd,0,male,30,1,0,21,Southampton
580,2nd,0,male,23,1,0,10.5,Southampton
581,2nd,1,female,31,0,0,21,Southampton
582,2nd,0,male,NA,0,0,0,Southampton
583,2nd,1,female,12,0,0,15.75,Southampton
584,2nd,1,female,40,0,0,15.75,Southampton
585,2nd,1,female,32.5,0,0,13,Southampton
586,2nd,0,male,27,1,0,26,Southampton
587,2nd,1,female,29,1,0,26,Southampton
588,2nd,1,male,2,1,1,23,Southampton
589,2nd,1,female,4,1,1,23,Southampton
590,2nd,1,female,29,0,2,23,Southampton
591,2nd,1,female,0.916700006,1,2,27.75,Southampton
592,2nd,1,female,5,1,2,27.75,Southampton
593,2nd,0,male,36,1,2,27.75,Southampton
594,2nd,1,female,33,1,2,27.75,Southampton
595,2nd,0,male,66,0,0,10.5,Southampton
596,2nd,0,male,NA,0,0,12.875,Southampton
597,2nd,1,male,31,0,0,13,Southampton
598,2nd,1,male,NA,0,0,13,Southampton
599,2nd,1,female,26,0,0,13.5,Southampton
600,2nd,0,female,24,0,0,13,Southampton
601,3rd,0,male,42,0,0,7.55000019,Southampton
602,3rd,0,male,13,0,2,20.25,Southampton
603,3rd,0,male,16,1,1,20.25,Southampton
604,3rd,1,female,35,1,1,20.25,Southampton
605,3rd,1,female,16,0,0,7.6500001,Southampton
606,3rd,1,male,25,0,0,7.6500001,Southampton
607,3rd,1,male,20,0,0,7.92500019,Southampton
608,3rd,1,female,18,0,0,7.22919989,Cherbourg
609,3rd,0,male,30,0,0,7.25,Southampton
610,3rd,0,male,26,0,0,8.05000019,Southampton
611,3rd,0,female,40,1,0,9.47500038,Southampton
612,3rd,1,male,0.833299994,0,1,9.35000038,Southampton
613,3rd,1,female,18,0,1,9.35000038,Southampton
614,3rd,1,male,26,0,0,18.7875004,Cherbourg
615,3rd,0,male,26,0,0,7.88749981,Southampton
616,3rd,0,male,20,0,0,7.92500019,Southampton
617,3rd,0,male,24,0,0,7.05000019,Southampton
618,3rd,0,male,25,0,0,7.05000019,Southampton
619,3rd,0,male,35,0,0,8.05000019,Southampton
620,3rd,0,male,18,0,0,8.30000019,Southampton
621,3rd,0,male,32,0,0,22.5249996,Southampton
622,3rd,1,female,19,1,0,7.85419989,Southampton
623,3rd,0,male,4,4,2,31.2749996,Southampton
624,3rd,0,female,6,4,2,31.2749996,Southampton
625,3rd,0,female,2,4,2,31.2749996,Southampton
626,3rd,1,female,17,4,2,7.92500019,Southampton
627,3rd,0,female,38,4,2,7.7750001,Southampton
628,3rd,0,female,9,4,2,31.2749996,Southampton
629,3rd,0,female,11,4,2,31.2749996,Southampton
630,3rd,0,male,39,1,5,31.2749996,Southampton
631,3rd,1,male,27,0,0,7.79580021,Southampton
632,3rd,0,male,26,0,0,7.7750001,Southampton
633,3rd,0,female,39,1,5,31.2749996,Southampton
634,3rd,0,male,20,0,0,7.85419989,Southampton
635,3rd,0,male,26,0,0,7.89580011,Southampton
636,3rd,0,male,25,1,0,17.7999992,Southampton
637,3rd,0,female,18,1,0,17.7999992,Southampton
638,3rd,0,male,24,0,0,7.7750001,Southampton
639,3rd,0,male,35,0,0,7.05000019,Southampton
640,3rd,0,male,5,4,2,31.3875008,Southampton
641,3rd,0,male,9,4,2,31.3875008,Southampton
642,3rd,1,male,3,4,2,31.3875008,Southampton
643,3rd,0,male,13,4,2,31.3875008,Southampton
644,3rd,1,female,5,4,2,31.3875008,Southampton
645,3rd,0,male,40,1,5,31.3875008,Southampton
646,3rd,1,male,23,0,0,7.79580021,Southampton
647,3rd,1,female,38,1,5,31.3875008,Southampton
648,3rd,1,female,45,0,0,7.2249999,Cherbourg
649,3rd,0,male,21,0,0,7.2249999,Cherbourg
650,3rd,0,male,23,0,0,7.05000019,Southampton
651,3rd,0,female,17,0,0,14.4582996,Cherbourg
652,3rd,0,male,30,0,0,7.2249999,Cherbourg
653,3rd,0,male,23,0,0,7.85419989,Southampton
654,3rd,1,female,13,0,0,7.22919989,Cherbourg
655,3rd,0,male,20,0,0,7.2249999,Cherbourg
656,3rd,0,male,32,1,0,15.8500004,Southampton
657,3rd,1,female,33,3,0,15.8500004,Southampton
658,3rd,1,female,0.75,2,1,19.2583008,Cherbourg
659,3rd,1,female,0.75,2,1,19.2583008,Cherbourg
660,3rd,1,female,5,2,1,19.2583008,Cherbourg
661,3rd,1,female,24,0,3,19.2583008,Cherbourg
662,3rd,1,female,18,0,0,8.05000019,Southampton
663,3rd,0,male,40,0,0,7.2249999,Cherbourg
664,3rd,0,male,26,0,0,7.89580011,Southampton
665,3rd,1,male,20,0,0,7.22919989,Cherbourg
666,3rd,0,female,18,0,1,14.4541998,Cherbourg
667,3rd,0,female,45,0,1,14.4541998,Cherbourg
668,3rd,0,female,27,0,0,7.87919998,Queenstown
669,3rd,0,male,22,0,0,8.05000019,Southampton
670,3rd,0,male,19,0,0,8.05000019,Southampton
671,3rd,0,male,26,0,0,7.7750001,Southampton
672,3rd,0,male,22,0,0,9.35000038,Southampton
673,3rd,0,male,NA,0,0,7.22919989,Cherbourg
674,3rd,0,male,20,0,0,4.01249981,Cherbourg
675,3rd,1,male,32,0,0,56.4958,Southampton
676,3rd,0,male,21,0,0,7.7750001,Southampton
677,3rd,0,male,18,0,0,7.75,Southampton
678,3rd,0,male,26,0,0,7.89580011,Southampton
679,3rd,0,male,6,1,1,15.2458,Cherbourg
680,3rd,0,female,9,1,1,15.2458,Cherbourg
681,3rd,0,male,NA,0,0,7.2249999,Cherbourg
682,3rd,0,female,NA,0,2,15.2458,Cherbourg
683,3rd,0,female,NA,0,2,7.75,Queenstown
684,3rd,0,male,40,1,1,15.5,Queenstown
685,3rd,0,female,32,1,1,15.5,Queenstown
686,3rd,0,male,21,0,0,16.1000004,Southampton
687,3rd,1,female,22,0,0,7.7249999,Queenstown
688,3rd,0,female,20,0,0,7.85419989,Southampton
689,3rd,0,male,29,1,0,7.04580021,Southampton
690,3rd,0,male,22,1,0,7.25,Southampton
691,3rd,0,male,22,0,0,7.79580021,Southampton
692,3rd,0,male,35,0,0,8.05000019,Southampton
693,3rd,0,female,18.5,0,0,7.28329992,Queenstown
694,3rd,1,male,21,0,0,7.82079983,Queenstown
695,3rd,0,male,19,0,0,6.75,Queenstown
696,3rd,0,female,18,0,0,7.87919998,Queenstown
697,3rd,0,female,21,0,0,8.66250038,Southampton
698,3rd,0,female,30,0,0,8.66250038,Southampton
699,3rd,0,male,18,0,0,8.66250038,Southampton
700,3rd,0,male,38,0,0,8.66250038,Southampton
701,3rd,0,male,17,0,0,8.66250038,Southampton
702,3rd,0,male,17,0,0,8.66250038,Southampton
703,3rd,0,female,21,0,0,7.75,Queenstown
704,3rd,0,male,21,0,0,7.75,Queenstown
705,3rd,0,male,21,0,0,8.05000019,Southampton
706,3rd,0,male,NA,1,0,14.4582996,Cherbourg
707,3rd,0,female,NA,1,0,14.4582996,Cherbourg
708,3rd,0,male,28,0,0,7.79580021,Southampton
709,3rd,0,male,24,0,0,7.85419989,Southampton
710,3rd,1,female,16,0,0,7.75,Queenstown
711,3rd,0,female,37,0,0,7.75,Queenstown
712,3rd,0,male,28,0,0,7.25,Southampton
713,3rd,0,male,24,0,0,8.05000019,Southampton
714,3rd,0,male,21,0,0,7.73330021,Queenstown
715,3rd,1,male,32,0,0,56.4958,Southampton
716,3rd,0,male,29,0,0,8.05000019,Southampton
717,3rd,0,male,26,1,0,14.4541998,Cherbourg
718,3rd,0,male,18,1,0,14.4541998,Cherbourg
719,3rd,0,male,20,0,0,7.05000019,Southampton
720,3rd,1,male,18,0,0,8.05000019,Southampton
721,3rd,0,male,24,0,0,7.25,Queenstown
722,3rd,0,male,36,0,0,7.49580002,Southampton
723,3rd,0,male,24,0,0,7.49580002,Southampton
724,3rd,0,male,31,0,0,7.73330021,Queenstown
725,3rd,0,male,31,0,0,7.75,Queenstown
726,3rd,1,female,22,0,0,7.75,Queenstown
727,3rd,0,female,30,0,0,7.62919998,Queenstown
728,3rd,0,male,70.5,0,0,7.75,Queenstown
729,3rd,0,male,43,0,0,8.05000019,Southampton
730,3rd,0,male,35,0,0,7.89580011,Southampton
731,3rd,0,male,27,0,0,7.89580011,Southampton
732,3rd,0,male,19,0,0,7.89580011,Southampton
733,3rd,0,male,30,0,0,8.05000019,Southampton
734,3rd,1,male,9,1,1,15.8999996,Southampton
735,3rd,1,male,3,1,1,15.8999996,Southampton
736,3rd,1,female,36,0,2,15.8999996,Southampton
737,3rd,0,male,59,0,0,7.25,Southampton
738,3rd,0,male,19,0,0,8.1583004,Southampton
739,3rd,1,female,17,0,1,16.1000004,Southampton
740,3rd,0,male,44,0,1,16.1000004,Southampton
741,3rd,0,male,17,0,0,8.66250038,Southampton
742,3rd,0,male,22.5,0,0,7.2249999,Cherbourg
743,3rd,1,male,45,0,0,8.05000019,Southampton
744,3rd,0,female,22,0,0,10.5166998,Southampton
745,3rd,0,male,19,0,0,10.1708002,Southampton
746,3rd,1,female,30,0,0,6.94999981,Queenstown
747,3rd,1,male,29,0,0,7.75,Queenstown
748,3rd,0,male,0.333299994,0,2,14.3999996,Southampton
749,3rd,0,male,34,1,1,14.3999996,Southampton
750,3rd,0,female,28,1,1,14.3999996,Southampton
751,3rd,0,male,27,0,0,7.89580011,Southampton
752,3rd,0,male,25,0,0,7.89580011,Southampton
753,3rd,0,male,24,2,0,24.1499996,Southampton
754,3rd,0,male,22,0,0,8.05000019,Southampton
755,3rd,0,male,21,2,0,24.1499996,Southampton
756,3rd,0,male,17,2,0,8.05000019,Southampton
757,3rd,0,male,NA,1,0,16.1000004,Southampton
758,3rd,1,female,NA,1,0,16.1000004,Southampton
759,3rd,1,male,36.5,1,0,17.3999996,Southampton
760,3rd,1,female,36,1,0,17.3999996,Southampton
761,3rd,1,male,30,0,0,9.5,Southampton
762,3rd,0,male,16,0,0,9.5,Southampton
763,3rd,1,male,1,1,2,20.5750008,Southampton
764,3rd,1,female,0.166700006,1,2,20.5750008,Southampton
765,3rd,0,male,26,1,2,20.5750008,Southampton
766,3rd,1,female,33,1,2,20.5750008,Southampton
767,3rd,0,male,25,0,0,7.89580011,Southampton
768,3rd,0,male,NA,0,0,7.89580011,Southampton
769,3rd,0,male,NA,0,0,7.89580011,Southampton
770,3rd,0,male,22,0,0,7.25,Southampton
771,3rd,0,male,36,0,0,7.25,Southampton
772,3rd,1,female,19,0,0,7.87919998,Queenstown
773,3rd,0,male,17,0,0,7.89580011,Southampton
774,3rd,0,male,42,0,0,8.66250038,Southampton
775,3rd,0,male,43,0,0,7.89580011,Southampton
776,3rd,0,male,NA,0,0,7.22919989,Cherbourg
777,3rd,0,male,32,0,0,7.75,Queenstown
778,3rd,1,male,19,0,0,8.05000019,Southampton
779,3rd,1,female,30,0,0,12.4750004,Southampton
780,3rd,0,female,24,0,0,7.75,Queenstown
781,3rd,1,female,23,0,0,8.05000019,Southampton
782,3rd,0,male,33,0,0,7.89580011,Cherbourg
783,3rd,0,male,65,0,0,7.75,Queenstown
784,3rd,1,male,24,0,0,7.55000019,Southampton
785,3rd,0,male,23,1,0,13.8999996,Southampton
786,3rd,1,female,22,1,0,13.8999996,Southampton
787,3rd,0,male,18,0,0,7.7750001,Southampton
788,3rd,0,male,16,0,0,7.7750001,Southampton
789,3rd,0,male,45,0,0,6.9749999,Southampton
790,3rd,0,male,NA,0,0,7.2249999,Cherbourg
791,3rd,0,male,39,0,2,7.22919989,Cherbourg
792,3rd,0,male,17,1,1,7.22919989,Cherbourg
793,3rd,0,male,15,1,1,7.22919989,Cherbourg
794,3rd,0,male,47,0,0,7.25,Southampton
795,3rd,1,female,5,0,0,12.4750004,Southampton
796,3rd,0,male,NA,0,0,7.2249999,Cherbourg
797,3rd,0,male,40.5,0,0,15.1000004,Southampton
798,3rd,0,male,40.5,0,0,7.75,Queenstown
799,3rd,1,male,NA,0,0,7.05000019,Southampton
800,3rd,0,male,18,0,0,7.79580021,Southampton
801,3rd,0,female,NA,0,0,7.75,Queenstown
802,3rd,0,male,NA,0,0,7.75,Queenstown
803,3rd,0,male,NA,0,0,6.94999981,Queenstown
804,3rd,0,male,26,0,0,7.87919998,Queenstown
805,3rd,0,male,NA,0,0,7.75,Queenstown
806,3rd,1,male,NA,0,0,56.4958,Southampton
807,3rd,0,female,21,2,2,34.375,Southampton
808,3rd,0,female,9,2,2,34.375,Southampton
809,3rd,0,male,NA,0,0,8.05000019,Southampton
810,3rd,0,male,18,2,2,34.375,Southampton
811,3rd,0,male,16,1,3,34.375,Southampton
812,3rd,0,female,48,1,3,34.375,Southampton
813,3rd,0,male,NA,0,0,7.75,Queenstown
814,3rd,0,male,NA,0,0,7.25,Southampton
815,3rd,0,male,25,0,0,7.74170017,Queenstown
816,3rd,0,male,NA,0,0,14.5,Southampton
817,3rd,0,male,NA,0,0,7.89580011,Cherbourg
818,3rd,0,male,22,0,0,8.05000019,Southampton
819,3rd,1,female,16,0,0,7.73330021,Queenstown
820,3rd,1,female,NA,0,0,7.75,Queenstown
821,3rd,1,male,9,0,2,20.5249996,Southampton
822,3rd,0,male,33,1,1,20.5249996,Southampton
823,3rd,0,male,41,0,0,7.8499999,Southampton
824,3rd,1,female,31,1,1,20.5249996,Southampton
825,3rd,0,male,38,0,0,7.05000019,Southampton
826,3rd,0,male,9,5,2,46.9000015,Southampton
827,3rd,0,male,1,5,2,46.9000015,Southampton
828,3rd,0,male,11,5,2,46.9000015,Southampton
829,3rd,0,female,10,5,2,46.9000015,Southampton
830,3rd,0,female,16,5,2,46.9000015,Southampton
831,3rd,0,male,14,5,2,46.9000015,Southampton
832,3rd,0,male,40,1,6,46.9000015,Southampton
833,3rd,0,female,43,1,6,46.9000015,Southampton
834,3rd,0,male,51,0,0,8.05000019,Southampton
835,3rd,0,male,32,0,0,8.36250019,Southampton
836,3rd,0,male,NA,0,0,8.05000019,Southampton
837,3rd,0,male,20,0,0,9.8458004,Southampton
838,3rd,0,male,37,2,0,7.92500019,Southampton
839,3rd,0,male,28,2,0,7.92500019,Southampton
840,3rd,0,male,19,0,0,7.7750001,Southampton
841,3rd,0,female,24,0,0,8.85000038,Southampton
842,3rd,0,female,17,0,0,7.73330021,Queenstown
843,3rd,0,male,NA,1,0,19.9666996,Southampton
844,3rd,0,male,NA,1,0,19.9666996,Southampton
845,3rd,0,male,28,1,0,15.8500004,Southampton
846,3rd,1,female,24,1,0,15.8500004,Southampton
847,3rd,0,male,20,0,0,9.5,Southampton
848,3rd,0,male,23.5,0,0,7.22919989,Cherbourg
849,3rd,0,male,41,2,0,14.1083002,Southampton
850,3rd,0,male,26,1,0,7.85419989,Southampton
851,3rd,0,male,21,0,0,7.85419989,Southampton
852,3rd,1,female,45,1,0,14.1083002,Southampton
853,3rd,0,female,NA,0,0,7.55000019,Southampton
854,3rd,0,male,25,0,0,7.25,Southampton
855,3rd,0,male,NA,0,0,6.85830021,Queenstown
856,3rd,0,male,11,0,0,18.7875004,Cherbourg
857,3rd,1,female,NA,0,0,7.75,Queenstown
858,3rd,1,male,27,0,0,6.9749999,Southampton
859,3rd,1,male,NA,0,0,56.4958,Southampton
860,3rd,0,female,18,0,0,6.75,Queenstown
861,3rd,1,female,26,0,0,7.92500019,Southampton
862,3rd,0,female,23,0,0,7.92500019,Southampton
863,3rd,1,female,22,0,0,8.96249962,Southampton
864,3rd,0,male,28,0,0,7.89580011,Southampton
865,3rd,0,female,28,0,0,7.7750001,Southampton
866,3rd,0,female,NA,0,0,7.75,Queenstown
867,3rd,1,female,2,0,1,12.2875004,Southampton
868,3rd,1,female,22,1,1,12.2875004,Southampton
869,3rd,0,male,43,0,0,6.44999981,Southampton
870,3rd,0,male,28,0,0,22.5249996,Southampton
871,3rd,1,female,27,0,0,7.92500019,Southampton
872,3rd,0,male,NA,0,0,7.75,Queenstown
873,3rd,1,female,NA,0,0,8.05000019,Southampton
874,3rd,0,male,42,0,0,7.6500001,Southampton
875,3rd,1,male,NA,0,0,7.88749981,Southampton
876,3rd,0,male,30,0,0,7.22919989,Cherbourg
877,3rd,0,male,NA,0,0,7.89580011,Southampton
878,3rd,0,female,27,1,0,7.92500019,Southampton
879,3rd,0,female,25,1,0,7.92500019,Southampton
880,3rd,0,male,NA,0,0,7.89580011,Southampton
881,3rd,1,male,29,0,0,7.89580011,Cherbourg
882,3rd,1,male,21,0,0,7.79580021,Southampton
883,3rd,0,male,NA,0,0,7.05000019,Southampton
884,3rd,0,male,20,0,0,7.85419989,Southampton
885,3rd,0,male,48,0,0,7.85419989,Southampton
886,3rd,0,male,17,1,0,7.05420017,Southampton
887,3rd,1,female,NA,0,0,7.75,Queenstown
